Date,Entity,Account Type,Account Group,Local Currency Balance,FX Rate,EUR Balance
2023-11-01,Tapstorm SG,Equity,Share Capital,106228.18,1.2608,133932.49
2023-11-01,TapForge CN,Asset,Cash,94542.92,0.8973,84833.36
2023-11-01,TapForge CN,Asset,Accounts Receivable,138221.15,0.9162,126638.22
2023-11-01,TapForge CN,Asset,Prepaid Expenses,111696.02,0.8212,91724.77
2023-11-01,TapForge CN,Asset,PPE,86267.4,0.8485,73197.89
2023-11-01,TapForge CN,Liability,Accounts Payable,150444.39,0.9602,144456.7
2023-11-01,TapForge CN,Liability,Deferred Revenue,87138.11,1.1762,102491.84
2023-11-01,TapForge CN,Liability,Accrued Expenses,59843.1,1.0163,60818.54
2023-11-01,TapForge CN,Equity,Retained Earnings,93826.52,1.0214,95834.41
2023-11-01,TapForge CN,Equity,Share Capital,75828.12,1.2489,94701.74
2023-11-01,WhaleCare PH,Asset,Cash,129619.32,1.133,146858.69
2023-11-01,WhaleCare PH,Asset,Accounts Receivable,66121.05,0.8964,59270.91
2023-11-01,WhaleCare PH,Asset,Prepaid Expenses,125471.68,1.0352,129888.28
2023-11-01,WhaleCare PH,Asset,PPE,92185.09,0.9119,84063.58
2023-11-01,WhaleCare PH,Liability,Accounts Payable,52455.77,1.0486,55005.12
2023-11-01,WhaleCare PH,Liability,Deferred Revenue,112790.28,1.1703,131998.46
2023-11-01,WhaleCare PH,Liability,Accrued Expenses,135595.2,0.8507,115350.84
2023-11-01,WhaleCare PH,Equity,Retained Earnings,103074.59,1.2171,125452.08
2023-11-01,WhaleCare PH,Equity,Share Capital,94276.76,1.2219,115196.77
2023-11-01,SummonStorm BR,Asset,Cash,155760.9,1.2831,199856.81
2023-11-01,SummonStorm BR,Asset,Accounts Receivable,135997.93,1.2485,169793.42
2023-11-01,SummonStorm BR,Asset,Prepaid Expenses,123137.4,1.1778,145031.23
2023-11-01,SummonStorm BR,Asset,PPE,39677.34,1.2118,48081.0
2023-11-01,SummonStorm BR,Liability,Accounts Payable,79064.66,1.2704,100443.74
2023-11-01,SummonStorm BR,Liability,Deferred Revenue,93591.18,1.1859,110989.78
2023-11-01,SummonStorm BR,Liability,Accrued Expenses,113893.67,0.8567,97572.71
2023-11-01,SummonStorm BR,Equity,Retained Earnings,126880.24,1.0614,134670.69
2023-11-01,SummonStorm BR,Equity,Share Capital,68755.76,1.1685,80341.11
2023-12-01,Tapstorm SG,Asset,Cash,117384.49,1.1873,139370.6
2023-12-01,Tapstorm SG,Asset,Accounts Receivable,65066.19,1.2202,79393.77
2023-12-01,Tapstorm SG,Asset,Prepaid Expenses,121327.26,1.1723,142231.95
2023-12-01,Tapstorm SG,Asset,PPE,66911.07,1.2841,85920.5
2023-12-01,Tapstorm SG,Liability,Accounts Payable,137276.03,0.8662,118908.5
2023-12-01,Tapstorm SG,Liability,Deferred Revenue,107629.69,0.8963,96468.49
2023-12-01,Tapstorm SG,Liability,Accrued Expenses,88477.7,1.2111,107155.34
2023-12-01,Tapstorm SG,Equity,Retained Earnings,109108.48,1.0743,117215.24
2023-12-01,Tapstorm SG,Equity,Share Capital,80363.66,0.8308,66766.13
2023-12-01,TapForge CN,Asset,Cash,100678.21,0.9637,97023.59
2023-12-01,TapForge CN,Asset,Accounts Receivable,70056.07,1.2184,85356.32
2023-12-01,TapForge CN,Asset,Prepaid Expenses,108900.59,1.1113,121021.23
2023-12-01,TapForge CN,Asset,PPE,92424.54,1.1031,101953.51
2023-12-01,TapForge CN,Liability,Accounts Payable,93808.62,1.2553,117757.96
2023-12-01,TapForge CN,Liability,Deferred Revenue,98741.27,1.2787,126260.46
2023-12-01,TapForge CN,Liability,Accrued Expenses,73316.09,1.058,77568.42
2023-12-01,TapForge CN,Equity,Retained Earnings,162336.67,1.1264,182856.03
2023-12-01,TapForge CN,Equity,Share Capital,93873.94,1.1701,109841.9
2023-12-01,WhaleCare PH,Asset,Cash,132963.23,0.8399,111675.82
2023-12-01,WhaleCare PH,Asset,Accounts Receivable,65064.49,1.1933,77641.46
2023-12-01,WhaleCare PH,Asset,Prepaid Expenses,32377.03,1.2721,41186.82
2023-12-01,WhaleCare PH,Asset,PPE,107715.78,0.9163,98699.97
2023-12-01,WhaleCare PH,Liability,Accounts Payable,131979.62,1.255,165634.42
2023-12-01,WhaleCare PH,Liability,Deferred Revenue,136454.8,1.0057,137232.59
2023-12-01,WhaleCare PH,Liability,Accrued Expenses,128011.65,1.1034,141248.05
2023-12-01,WhaleCare PH,Equity,Retained Earnings,93664.03,1.0295,96427.12
2023-12-01,WhaleCare PH,Equity,Share Capital,117277.24,1.251,146713.83
2023-12-01,SummonStorm BR,Asset,Cash,80904.27,1.2354,99949.14
2023-12-01,SummonStorm BR,Asset,Accounts Receivable,81641.45,1.0271,83853.93
2023-12-01,SummonStorm BR,Asset,Prepaid Expenses,106570.85,1.0553,112464.22
2023-12-01,SummonStorm BR,Asset,PPE,107111.67,0.8108,86846.14
2023-12-01,SummonStorm BR,Liability,Accounts Payable,84096.45,1.1573,97324.82
2023-12-01,SummonStorm BR,Liability,Deferred Revenue,105473.14,1.1872,125217.71
2023-12-01,SummonStorm BR,Liability,Accrued Expenses,134242.81,1.1724,157386.27
2023-12-01,SummonStorm BR,Equity,Retained Earnings,73396.64,1.0229,75077.42
2023-12-01,SummonStorm BR,Equity,Share Capital,120192.67,1.1735,141046.1
2024-01-01,Tapstorm SG,Asset,Cash,59075.35,1.0576,62478.09
2024-01-01,Tapstorm SG,Asset,Accounts Receivable,49575.04,0.8304,41167.11
2024-01-01,Tapstorm SG,Asset,Prepaid Expenses,109081.22,0.9051,98729.41
2024-01-01,Tapstorm SG,Asset,PPE,98062.23,1.2555,123117.13
2024-01-01,Tapstorm SG,Liability,Accounts Payable,103459.85,0.9882,102239.02
2024-01-01,Tapstorm SG,Liability,Deferred Revenue,102973.32,1.2162,125236.15
2024-01-01,Tapstorm SG,Liability,Accrued Expenses,128677.83,0.9043,116363.36
2024-01-01,Tapstorm SG,Equity,Retained Earnings,115957.39,1.2013,139299.61
2024-01-01,Tapstorm SG,Equity,Share Capital,114050.92,1.1883,135526.71
2024-01-01,TapForge CN,Asset,Cash,141501.37,0.8381,118592.3
2024-01-01,TapForge CN,Asset,Accounts Receivable,127093.24,1.1931,151634.94
2024-01-01,TapForge CN,Asset,Prepaid Expenses,105385.7,1.1933,125756.76
2024-01-01,TapForge CN,Asset,PPE,131669.51,0.855,112577.43
2024-01-01,TapForge CN,Liability,Accounts Payable,91726.19,1.0145,93056.22
2024-01-01,TapForge CN,Liability,Deferred Revenue,92519.5,1.2753,117990.12
2024-01-01,TapForge CN,Liability,Accrued Expenses,139439.54,1.1643,162349.46
2024-01-01,TapForge CN,Equity,Retained Earnings,93182.65,1.099,102407.73
2024-01-01,TapForge CN,Equity,Share Capital,112145.66,0.8395,94146.28
2024-01-01,WhaleCare PH,Asset,Cash,110552.43,1.2235,135260.9
2024-01-01,WhaleCare PH,Asset,Accounts Receivable,104652.09,0.852,89163.58
2024-01-01,WhaleCare PH,Asset,Prepaid Expenses,154017.19,1.2718,195879.06
2024-01-01,WhaleCare PH,Asset,PPE,96307.2,0.9835,94718.13
2024-01-01,WhaleCare PH,Liability,Accounts Payable,153195.99,1.2271,187986.8
2024-01-01,WhaleCare PH,Liability,Deferred Revenue,67734.53,1.0069,68201.9
2024-01-01,WhaleCare PH,Liability,Accrued Expenses,98579.38,1.0893,107382.52
2024-01-01,WhaleCare PH,Equity,Retained Earnings,92808.03,1.2832,119091.26
2024-01-01,WhaleCare PH,Equity,Share Capital,123244.59,0.8293,102206.74
2024-01-01,SummonStorm BR,Asset,Cash,59285.66,1.1957,70887.86
2024-01-01,SummonStorm BR,Asset,Accounts Receivable,111452.55,1.0209,113781.91
2024-01-01,SummonStorm BR,Asset,Prepaid Expenses,127743.88,0.9404,120130.34
2024-01-01,SummonStorm BR,Asset,PPE,90184.16,0.9544,86071.76
2024-01-01,SummonStorm BR,Liability,Accounts Payable,81359.45,1.0854,88307.55
2024-01-01,SummonStorm BR,Liability,Deferred Revenue,81581.04,1.0274,83816.36
2024-01-01,SummonStorm BR,Liability,Accrued Expenses,114829.39,0.8576,98477.68
2024-01-01,SummonStorm BR,Equity,Retained Earnings,52429.68,1.1399,59764.59
2024-01-01,SummonStorm BR,Equity,Share Capital,60746.5,1.1765,71468.26
2024-02-01,Tapstorm SG,Asset,Cash,102501.2,1.2809,131293.79
2024-02-01,Tapstorm SG,Asset,Accounts Receivable,117527.59,0.9151,107549.5
2024-02-01,Tapstorm SG,Asset,Prepaid Expenses,108256.26,1.208,130773.56
2024-02-01,Tapstorm SG,Asset,PPE,118037.58,1.045,123349.27
2024-02-01,Tapstorm SG,Liability,Accounts Payable,68590.48,1.1637,79818.74
2024-02-01,Tapstorm SG,Liability,Deferred Revenue,47550.84,1.1524,54797.59
2024-02-01,Tapstorm SG,Liability,Accrued Expenses,126486.45,1.2379,156577.58
2024-02-01,Tapstorm SG,Equity,Retained Earnings,61968.72,1.2438,77076.69
2024-02-01,Tapstorm SG,Equity,Share Capital,115447.73,0.9484,109490.63
2024-02-01,TapForge CN,Asset,Cash,45133.38,1.1176,50441.07
2024-02-01,TapForge CN,Asset,Accounts Receivable,120304.18,0.9,108273.76
2024-02-01,TapForge CN,Asset,Prepaid Expenses,99948.11,0.9952,99468.36
2024-02-01,TapForge CN,Asset,PPE,131226.54,1.0159,133313.04
2024-02-01,TapForge CN,Liability,Accounts Payable,123768.32,1.2912,159809.65
2024-02-01,TapForge CN,Liability,Deferred Revenue,89648.17,1.2875,115422.02
2024-02-01,TapForge CN,Liability,Accrued Expenses,83578.77,1.1269,94184.92
2024-02-01,TapForge CN,Equity,Retained Earnings,109483.25,0.8789,96224.83
2024-02-01,TapForge CN,Equity,Share Capital,84953.08,1.2002,101960.69
2024-02-01,WhaleCare PH,Asset,Cash,1696.49,1.0322,1751.12
2024-02-01,WhaleCare PH,Asset,Accounts Receivable,91577.33,0.8557,78362.72
2024-02-01,WhaleCare PH,Asset,Prepaid Expenses,74182.78,1.2758,94642.39
2024-02-01,WhaleCare PH,Asset,PPE,83942.3,0.9439,79233.14
2024-02-01,WhaleCare PH,Liability,Accounts Payable,108916.08,0.8234,89681.5
2024-02-01,WhaleCare PH,Liability,Deferred Revenue,137232.93,1.0823,148527.2
2024-02-01,WhaleCare PH,Liability,Accrued Expenses,155129.52,1.0423,161691.5
2024-02-01,WhaleCare PH,Equity,Retained Earnings,114688.76,1.0428,119597.44
2024-02-01,WhaleCare PH,Equity,Share Capital,82148.08,1.2094,99349.89
2024-02-01,SummonStorm BR,Asset,Cash,129081.06,0.9243,119309.62
2024-02-01,SummonStorm BR,Asset,Accounts Receivable,54670.46,1.1369,62154.85
2024-02-01,SummonStorm BR,Asset,Prepaid Expenses,79278.03,0.8312,65895.9
2024-02-01,SummonStorm BR,Asset,PPE,93111.14,0.907,84451.8
2024-02-01,SummonStorm BR,Liability,Accounts Payable,42241.55,1.2793,54039.61
2024-02-01,SummonStorm BR,Liability,Deferred Revenue,107406.59,0.9316,100059.98
2024-02-01,SummonStorm BR,Liability,Accrued Expenses,75334.69,0.9116,68675.1
2024-02-01,SummonStorm BR,Equity,Retained Earnings,107354.45,0.8576,92067.18
2024-02-01,SummonStorm BR,Equity,Share Capital,92029.57,1.0063,92609.36
2024-03-01,Tapstorm SG,Asset,Cash,74760.38,0.9858,73698.78
2024-03-01,Tapstorm SG,Asset,Accounts Receivable,70025.35,1.1475,80354.09
2024-03-01,Tapstorm SG,Asset,Prepaid Expenses,98547.93,1.1833,116611.77
2024-03-01,Tapstorm SG,Asset,PPE,121745.72,1.0459,127333.85
2024-03-01,Tapstorm SG,Liability,Accounts Payable,120818.68,1.1829,142916.42
2024-03-01,Tapstorm SG,Liability,Deferred Revenue,108805.21,1.0374,112874.52
2024-03-01,Tapstorm SG,Liability,Accrued Expenses,117177.49,0.9351,109572.67
2024-03-01,Tapstorm SG,Equity,Retained Earnings,102229.67,1.026,104887.64
2024-03-01,Tapstorm SG,Equity,Share Capital,80266.22,1.0757,86342.37
2024-03-01,TapForge CN,Asset,Cash,142132.28,0.8044,114331.21
2024-03-01,TapForge CN,Asset,Accounts Receivable,80345.79,0.9979,80177.06
2024-03-01,TapForge CN,Asset,Prepaid Expenses,147277.6,0.9584,141150.85
2024-03-01,TapForge CN,Asset,PPE,119089.23,0.9446,112491.69
2024-03-01,TapForge CN,Liability,Accounts Payable,92409.93,1.2419,114763.89
2024-03-01,TapForge CN,Liability,Deferred Revenue,61457.33,1.1623,71431.85
2024-03-01,TapForge CN,Liability,Accrued Expenses,110104.78,1.2269,135087.55
2024-03-01,TapForge CN,Equity,Retained Earnings,98573.58,0.9112,89820.25
2024-03-01,TapForge CN,Equity,Share Capital,136402.1,1.1911,162468.54
2024-03-01,WhaleCare PH,Asset,Cash,68845.78,1.013,69740.78
2024-03-01,WhaleCare PH,Asset,Accounts Receivable,131708.15,0.8092,106578.23
2024-03-01,WhaleCare PH,Asset,Prepaid Expenses,144245.97,0.8908,128494.31
2024-03-01,WhaleCare PH,Asset,PPE,78419.63,1.2893,101106.43
2024-03-01,WhaleCare PH,Liability,Accounts Payable,122139.12,0.9936,121357.43
2024-03-01,WhaleCare PH,Liability,Deferred Revenue,142110.56,1.1806,167775.73
2024-03-01,WhaleCare PH,Liability,Accrued Expenses,140831.38,1.1996,168941.32
2024-03-01,WhaleCare PH,Equity,Retained Earnings,131576.24,0.9001,118431.77
2024-03-01,WhaleCare PH,Equity,Share Capital,151595.0,0.9729,147486.78
2024-03-01,SummonStorm BR,Asset,Cash,102002.07,1.2956,132153.88
2024-03-01,SummonStorm BR,Asset,Accounts Receivable,98654.28,1.001,98752.93
2024-03-01,SummonStorm BR,Asset,Prepaid Expenses,147078.31,0.8766,128928.85
2024-03-01,SummonStorm BR,Asset,PPE,29212.75,0.9432,27553.47
2024-03-01,SummonStorm BR,Liability,Accounts Payable,91457.27,1.0246,93707.12
2024-03-01,SummonStorm BR,Liability,Deferred Revenue,75508.97,1.2336,93147.87
2024-03-01,SummonStorm BR,Liability,Accrued Expenses,101253.88,0.9795,99178.18
2024-03-01,SummonStorm BR,Equity,Retained Earnings,112510.18,1.234,138837.56
2024-03-01,SummonStorm BR,Equity,Share Capital,117613.8,0.9778,115002.77
2024-04-01,Tapstorm SG,Asset,Cash,102352.27,0.937,95904.08
2024-04-01,Tapstorm SG,Asset,Accounts Receivable,105171.58,0.9165,96389.75
2024-04-01,Tapstorm SG,Asset,Prepaid Expenses,129076.95,1.1788,152155.91
2024-04-01,Tapstorm SG,Asset,PPE,82858.29,1.2849,106464.62
2024-04-01,Tapstorm SG,Liability,Accounts Payable,89662.71,1.1641,104376.36
2024-04-01,Tapstorm SG,Liability,Deferred Revenue,72539.52,0.8822,63994.36
2024-04-01,Tapstorm SG,Liability,Accrued Expenses,99612.93,0.8434,84013.55
2024-04-01,Tapstorm SG,Equity,Retained Earnings,51351.95,0.8004,41102.1
2024-04-01,Tapstorm SG,Equity,Share Capital,138989.59,1.264,175682.84
2024-04-01,TapForge CN,Asset,Cash,123873.65,1.256,155585.3
2024-04-01,TapForge CN,Asset,Accounts Receivable,70542.45,0.863,60878.13
2024-04-01,TapForge CN,Asset,Prepaid Expenses,137058.13,1.1624,159316.37
2024-04-01,TapForge CN,Asset,PPE,92019.04,1.0496,96583.18
2024-04-01,TapForge CN,Liability,Accounts Payable,78967.19,1.172,92549.55
2024-04-01,TapForge CN,Liability,Deferred Revenue,111209.33,1.2274,136498.33
2024-04-01,TapForge CN,Liability,Accrued Expenses,50465.73,1.2236,61749.87
2024-04-01,TapForge CN,Equity,Retained Earnings,89609.38,1.2266,109914.87
2024-04-01,TapForge CN,Equity,Share Capital,111189.06,1.1453,127344.83
2024-04-01,WhaleCare PH,Asset,Cash,153476.66,0.829,127232.15
2024-04-01,WhaleCare PH,Asset,Accounts Receivable,61821.33,1.2503,77295.21
2024-04-01,WhaleCare PH,Asset,Prepaid Expenses,64221.45,1.2058,77438.22
2024-04-01,WhaleCare PH,Asset,PPE,92797.0,1.1821,109695.33
2024-04-01,WhaleCare PH,Liability,Accounts Payable,90296.78,1.0905,98468.64
2024-04-01,WhaleCare PH,Liability,Deferred Revenue,123523.26,1.099,135752.06
2024-04-01,WhaleCare PH,Liability,Accrued Expenses,145688.97,1.2405,180727.17
2024-04-01,WhaleCare PH,Equity,Retained Earnings,130815.28,0.9756,127623.39
2024-04-01,WhaleCare PH,Equity,Share Capital,86760.95,1.2937,112242.64
2024-04-01,SummonStorm BR,Asset,Cash,143543.52,1.0066,144490.91
2024-04-01,SummonStorm BR,Asset,Accounts Receivable,97694.83,0.9634,94119.2
2024-04-01,SummonStorm BR,Asset,Prepaid Expenses,115559.84,1.2284,141953.71
2024-04-01,SummonStorm BR,Asset,PPE,112572.21,0.8269,93085.96
2024-04-01,SummonStorm BR,Liability,Accounts Payable,113421.05,0.902,102305.79
2024-04-01,SummonStorm BR,Liability,Deferred Revenue,126215.99,1.2131,153112.62
2024-04-01,SummonStorm BR,Liability,Accrued Expenses,124168.14,1.2004,149051.44
2024-04-01,SummonStorm BR,Equity,Retained Earnings,121769.4,1.1739,142945.1
2024-04-01,SummonStorm BR,Equity,Share Capital,84261.13,1.2199,102790.15
2024-05-01,Tapstorm SG,Asset,Cash,73932.8,0.8241,60928.02
2024-05-01,Tapstorm SG,Asset,Accounts Receivable,122330.07,0.9858,120592.98
2024-05-01,Tapstorm SG,Asset,Prepaid Expenses,110043.56,1.1273,124052.11
2024-05-01,Tapstorm SG,Asset,PPE,126358.63,0.8959,113204.7
2024-05-01,Tapstorm SG,Liability,Accounts Payable,86125.08,1.225,105503.22
2024-05-01,Tapstorm SG,Liability,Deferred Revenue,122248.22,1.1114,135866.67
2024-05-01,Tapstorm SG,Liability,Accrued Expenses,90900.49,0.9746,88591.62
2024-05-01,Tapstorm SG,Equity,Retained Earnings,89049.39,0.9084,80892.47
2024-05-01,Tapstorm SG,Equity,Share Capital,135208.02,0.946,127906.79
2024-05-01,TapForge CN,Asset,Cash,132992.18,1.013,134721.08
2024-05-01,TapForge CN,Asset,Accounts Receivable,106558.15,0.8661,92290.01
2024-05-01,TapForge CN,Asset,Prepaid Expenses,89606.74,1.1204,100395.39
2024-05-01,TapForge CN,Asset,PPE,97509.61,1.1571,112828.37
2024-05-01,TapForge CN,Liability,Accounts Payable,104428.8,0.9087,94894.45
2024-05-01,TapForge CN,Liability,Deferred Revenue,88373.76,1.0172,89893.79
2024-05-01,TapForge CN,Liability,Accrued Expenses,109657.71,0.8378,91871.23
2024-05-01,TapForge CN,Equity,Retained Earnings,84831.01,1.1219,95171.91
2024-05-01,TapForge CN,Equity,Share Capital,146603.74,0.9404,137866.16
2024-05-01,WhaleCare PH,Asset,Cash,40510.22,1.1536,46732.59
2024-05-01,WhaleCare PH,Asset,Accounts Receivable,80989.52,1.0872,88051.81
2024-05-01,WhaleCare PH,Asset,Prepaid Expenses,123189.75,0.8878,109367.86
2024-05-01,WhaleCare PH,Asset,PPE,147309.18,1.0535,155190.22
2024-05-01,WhaleCare PH,Liability,Accounts Payable,82050.2,0.8415,69045.24
2024-05-01,WhaleCare PH,Liability,Deferred Revenue,93090.22,1.2369,115143.29
2024-05-01,WhaleCare PH,Liability,Accrued Expenses,113787.51,1.0461,119033.11
2024-05-01,WhaleCare PH,Equity,Retained Earnings,114984.3,0.9055,104118.28
2024-05-01,WhaleCare PH,Equity,Share Capital,104075.49,1.2905,134309.42
2024-05-01,SummonStorm BR,Asset,Cash,123419.89,0.943,116384.96
2024-05-01,SummonStorm BR,Asset,Accounts Receivable,108875.25,0.941,102451.61
2024-05-01,SummonStorm BR,Asset,Prepaid Expenses,109482.79,0.8596,94111.41
2024-05-01,SummonStorm BR,Asset,PPE,147049.84,1.0709,157475.67
2024-05-01,SummonStorm BR,Liability,Accounts Payable,95020.49,0.8763,83266.46
2024-05-01,SummonStorm BR,Liability,Deferred Revenue,92758.68,1.0492,97322.41
2024-05-01,SummonStorm BR,Liability,Accrued Expenses,90876.57,1.2451,113150.42
2024-05-01,SummonStorm BR,Equity,Retained Earnings,82304.78,1.0727,88288.34
2024-05-01,SummonStorm BR,Equity,Share Capital,96542.01,1.0982,106022.44
2024-06-01,Tapstorm SG,Asset,Cash,81539.84,1.1769,95964.24
2024-06-01,Tapstorm SG,Asset,Accounts Receivable,113849.58,0.9521,108396.19
2024-06-01,Tapstorm SG,Asset,Prepaid Expenses,114252.48,1.0887,124386.67
2024-06-01,Tapstorm SG,Asset,PPE,107253.67,1.2735,136587.55
2024-06-01,Tapstorm SG,Liability,Accounts Payable,111958.26,0.8525,95444.42
2024-06-01,Tapstorm SG,Liability,Deferred Revenue,124362.23,1.245,154830.98
2024-06-01,Tapstorm SG,Liability,Accrued Expenses,69237.77,0.821,56844.21
2024-06-01,Tapstorm SG,Equity,Retained Earnings,108184.75,0.8295,89739.25
2024-06-01,Tapstorm SG,Equity,Share Capital,148192.71,0.9599,142250.18
2024-06-01,TapForge CN,Asset,Cash,84049.62,0.9224,77527.37
2024-06-01,TapForge CN,Asset,Accounts Receivable,175188.48,1.0833,189781.68
2024-06-01,TapForge CN,Asset,Prepaid Expenses,90922.42,0.8781,79838.98
2024-06-01,TapForge CN,Asset,PPE,107447.02,1.2121,130236.53
2024-06-01,TapForge CN,Liability,Accounts Payable,108768.51,1.2832,139571.75
2024-06-01,TapForge CN,Liability,Deferred Revenue,57066.38,0.8975,51217.08
2024-06-01,TapForge CN,Liability,Accrued Expenses,76015.4,1.2705,96577.57
2024-06-01,TapForge CN,Equity,Retained Earnings,119814.27,1.1816,141572.54
2024-06-01,TapForge CN,Equity,Share Capital,93041.89,1.1983,111492.1
2024-06-01,WhaleCare PH,Asset,Cash,73912.1,1.1976,88517.13
2024-06-01,WhaleCare PH,Asset,Accounts Receivable,136472.23,0.874,119276.73
2024-06-01,WhaleCare PH,Asset,Prepaid Expenses,109262.86,1.295,141495.4
2024-06-01,WhaleCare PH,Asset,PPE,95760.04,0.801,76703.79
2024-06-01,WhaleCare PH,Liability,Accounts Payable,168534.47,0.8819,148630.55
2024-06-01,WhaleCare PH,Liability,Deferred Revenue,70008.88,0.9045,63323.03
2024-06-01,WhaleCare PH,Liability,Accrued Expenses,69013.41,1.1201,77301.92
2024-06-01,WhaleCare PH,Equity,Retained Earnings,88063.85,0.8813,77610.67
2024-06-01,WhaleCare PH,Equity,Share Capital,108368.25,0.812,87995.02
2024-06-01,SummonStorm BR,Asset,Cash,113561.34,0.8921,101308.07
2024-06-01,SummonStorm BR,Asset,Accounts Receivable,78181.63,1.2027,94029.05
2024-06-01,SummonStorm BR,Asset,Prepaid Expenses,58238.19,0.8709,50719.64
2024-06-01,SummonStorm BR,Asset,PPE,117521.58,1.2624,148359.24
2024-06-01,SummonStorm BR,Liability,Accounts Payable,86748.3,1.1793,102302.27
2024-06-01,SummonStorm BR,Liability,Deferred Revenue,100239.49,1.143,114573.74
2024-06-01,SummonStorm BR,Liability,Accrued Expenses,102589.04,0.9591,98393.15
2024-06-01,SummonStorm BR,Equity,Retained Earnings,128690.94,1.0588,136257.97
2024-06-01,SummonStorm BR,Equity,Share Capital,84620.53,1.2776,108111.19
2024-07-01,Tapstorm SG,Asset,Cash,147662.75,1.247,184135.45
2024-07-01,Tapstorm SG,Asset,Accounts Receivable,95601.0,1.1294,107971.77
2024-07-01,Tapstorm SG,Asset,Prepaid Expenses,59734.81,0.9885,59047.86
2024-07-01,Tapstorm SG,Asset,PPE,69758.56,0.8251,57557.79
2024-07-01,Tapstorm SG,Liability,Accounts Payable,68410.17,1.1651,79704.69
2024-07-01,Tapstorm SG,Liability,Deferred Revenue,78150.06,0.8511,66513.52
2024-07-01,Tapstorm SG,Liability,Accrued Expenses,107744.69,0.8026,86475.89
2024-07-01,Tapstorm SG,Equity,Retained Earnings,130184.12,1.2275,159801.01
2024-07-01,Tapstorm SG,Equity,Share Capital,33358.36,1.0743,35836.89
2024-07-01,TapForge CN,Asset,Cash,126849.63,0.8428,106908.87
2024-07-01,TapForge CN,Asset,Accounts Receivable,142397.49,0.9775,139193.55
2024-07-01,TapForge CN,Asset,Prepaid Expenses,161537.93,1.0577,170858.67
2024-07-01,TapForge CN,Asset,PPE,112591.54,0.8794,99013.0
2024-07-01,TapForge CN,Liability,Accounts Payable,46652.35,1.0855,50641.13
2024-07-01,TapForge CN,Liability,Deferred Revenue,59684.83,1.1078,66118.85
2024-07-01,TapForge CN,Liability,Accrued Expenses,126769.96,1.2072,153036.7
2024-07-01,TapForge CN,Equity,Retained Earnings,102799.61,0.9058,93115.89
2024-07-01,TapForge CN,Equity,Share Capital,81099.46,1.1196,90798.96
2024-07-01,WhaleCare PH,Asset,Cash,55237.26,1.0227,56491.15
2024-07-01,WhaleCare PH,Asset,Accounts Receivable,67703.73,1.0091,68319.83
2024-07-01,WhaleCare PH,Asset,Prepaid Expenses,115746.11,0.9003,104206.22
2024-07-01,WhaleCare PH,Asset,PPE,114374.95,0.845,96646.83
2024-07-01,WhaleCare PH,Liability,Accounts Payable,128989.59,0.9763,125932.54
2024-07-01,WhaleCare PH,Liability,Deferred Revenue,139595.79,0.9777,136482.8
2024-07-01,WhaleCare PH,Liability,Accrued Expenses,73669.35,0.9092,66980.17
2024-07-01,WhaleCare PH,Equity,Retained Earnings,127685.31,0.9182,117240.65
2024-07-01,WhaleCare PH,Equity,Share Capital,77742.33,1.1995,93251.92
2024-07-01,SummonStorm BR,Asset,Cash,96250.24,0.9255,89079.6
2024-07-01,SummonStorm BR,Asset,Accounts Receivable,78022.36,1.1882,92706.17
2024-07-01,SummonStorm BR,Asset,Prepaid Expenses,123102.56,1.2906,158876.16
2024-07-01,SummonStorm BR,Asset,PPE,82612.1,1.0725,88601.48
2024-07-01,SummonStorm BR,Liability,Accounts Payable,119428.98,1.0835,129401.3
2024-07-01,SummonStorm BR,Liability,Deferred Revenue,114364.36,0.9548,109195.09
2024-07-01,SummonStorm BR,Liability,Accrued Expenses,134165.33,1.1035,148051.44
2024-07-01,SummonStorm BR,Equity,Retained Earnings,117534.06,1.2508,147011.6
2024-07-01,SummonStorm BR,Equity,Share Capital,156074.4,1.1002,171713.05
2024-08-01,Tapstorm SG,Asset,Cash,80723.01,1.1626,93848.57
2024-08-01,Tapstorm SG,Asset,Accounts Receivable,123849.58,1.0913,135157.05
2024-08-01,Tapstorm SG,Asset,Prepaid Expenses,112037.19,1.0491,117538.22
2024-08-01,Tapstorm SG,Asset,PPE,77363.23,0.8846,68435.51
2024-08-01,Tapstorm SG,Liability,Accounts Payable,128701.78,1.0755,138418.76
2024-08-01,Tapstorm SG,Liability,Deferred Revenue,125529.2,1.0283,129081.68
2024-08-01,Tapstorm SG,Liability,Accrued Expenses,80649.41,1.0616,85617.41
2024-08-01,Tapstorm SG,Equity,Retained Earnings,49851.06,0.8131,40533.9
2024-08-01,Tapstorm SG,Equity,Share Capital,96868.05,1.2168,117869.04
2024-08-01,TapForge CN,Asset,Cash,79428.99,1.1862,94218.67
2024-08-01,TapForge CN,Asset,Accounts Receivable,104887.8,1.201,125970.25
2024-08-01,TapForge CN,Asset,Prepaid Expenses,100329.26,0.8697,87256.36
2024-08-01,TapForge CN,Asset,PPE,153446.75,1.0777,165369.56
2024-08-01,TapForge CN,Liability,Accounts Payable,77871.27,0.92,71641.57
2024-08-01,TapForge CN,Liability,Deferred Revenue,117751.55,1.0749,126571.14
2024-08-01,TapForge CN,Liability,Accrued Expenses,59447.14,1.1635,69166.75
2024-08-01,TapForge CN,Equity,Retained Earnings,70628.16,1.2936,91364.59
2024-08-01,TapForge CN,Equity,Share Capital,86724.68,1.1329,98250.39
