Date,Entity,Flow Type,Account Group,Local Currency Flow,FX Rate,EUR Flow
2024-11-01,Tapstorm SG,Investing,Purchase of Intangibles,-29530.56,1.2526,-36989.98
2024-11-01,Tapstorm SG,Financing,Equity Issuance,11835.63,0.808,9563.19
2024-11-01,Tapstorm SG,Financing,Loan Repayment,9984.84,1.2169,12150.55
2024-11-01,TapForge CN,Operating,Net Income,38166.46,1.1557,44108.98
2024-11-01,TapForge CN,Operating,Depreciation,26487.71,1.2971,34357.21
2024-11-01,TapForge CN,Operating,Change in Working Capital,-23189.99,0.9371,-21731.34
2024-11-01,TapForge CN,Investing,CapEx,7897.28,0.8241,6508.15
2024-11-01,TapForge CN,Investing,Purchase of Intangibles,-34232.28,1.2125,-41506.64
2024-11-01,TapForge CN,Financing,Equity Issuance,-24977.45,1.243,-31046.97
2024-11-01,TapForge CN,Financing,Loan Repayment,42948.29,0.929,39898.96
2024-11-01,WhaleCare PH,Operating,Net Income,27310.35,1.0355,28279.87
2024-11-01,WhaleCare PH,Operating,Depreciation,21891.69,1.2968,28389.14
2024-11-01,WhaleCare PH,Operating,Change in Working Capital,-17597.25,1.1123,-19573.42
2024-11-01,WhaleCare PH,Investing,CapEx,-43952.63,0.8417,-36994.93
2024-11-01,WhaleCare PH,Investing,Purchase of Intangibles,36888.04,1.0275,37902.46
2024-11-01,WhaleCare PH,Financing,Equity Issuance,27653.08,1.0781,29812.79
2024-11-01,WhaleCare PH,Financing,Loan Repayment,-36302.32,1.0494,-38095.65
2024-11-01,SummonStorm BR,Operating,Net Income,29038.41,1.0447,30336.43
2024-11-01,SummonStorm BR,Operating,Depreciation,3264.21,1.1335,3699.98
2024-11-01,SummonStorm BR,Operating,Change in Working Capital,-36297.1,0.9497,-34471.36
2024-11-01,SummonStorm BR,Investing,CapEx,-33404.13,1.2611,-42125.95
2024-11-01,SummonStorm BR,Investing,Purchase of Intangibles,11877.99,1.1657,13846.17
2024-11-01,SummonStorm BR,Financing,Equity Issuance,32047.0,0.9725,31165.71
2024-11-01,SummonStorm BR,Financing,Loan Repayment,14955.49,1.2383,18519.38
2024-12-01,Tapstorm SG,Operating,Net Income,-19879.05,1.1514,-22888.74
2024-12-01,Tapstorm SG,Operating,Depreciation,26817.1,1.0401,27892.47
2024-12-01,Tapstorm SG,Operating,Change in Working Capital,26198.21,0.8777,22994.17
2024-12-01,Tapstorm SG,Investing,CapEx,-24017.84,1.0868,-26102.59
2024-12-01,Tapstorm SG,Investing,Purchase of Intangibles,-5535.5,1.0144,-5615.21
2024-12-01,Tapstorm SG,Financing,Equity Issuance,25554.24,0.9262,23668.34
2024-12-01,Tapstorm SG,Financing,Loan Repayment,-45070.97,0.9531,-42957.14
2024-12-01,TapForge CN,Operating,Net Income,28244.96,0.9134,25798.95
2024-12-01,TapForge CN,Operating,Depreciation,22852.88,1.2277,28056.48
2024-12-01,TapForge CN,Operating,Change in Working Capital,-33288.98,1.2212,-40652.5
2024-12-01,TapForge CN,Investing,CapEx,-26798.71,1.0246,-27457.96
2024-12-01,TapForge CN,Investing,Purchase of Intangibles,-19941.94,0.8234,-16420.19
2024-12-01,TapForge CN,Financing,Equity Issuance,35976.04,1.1239,40433.47
2024-12-01,TapForge CN,Financing,Loan Repayment,-28147.59,0.8056,-22675.7
2024-12-01,WhaleCare PH,Operating,Net Income,-29887.54,1.2104,-36175.88
2024-12-01,WhaleCare PH,Operating,Depreciation,-22613.0,1.1664,-26375.8
2024-12-01,WhaleCare PH,Operating,Change in Working Capital,23803.39,1.2025,28623.58
2024-12-01,WhaleCare PH,Investing,CapEx,-34577.34,0.9159,-31669.39
2024-12-01,WhaleCare PH,Investing,Purchase of Intangibles,18933.23,1.1993,22706.62
2024-12-01,WhaleCare PH,Financing,Equity Issuance,52847.1,1.2983,68611.39
2024-12-01,WhaleCare PH,Financing,Loan Repayment,17919.35,1.1207,20082.22
2024-12-01,SummonStorm BR,Operating,Net Income,17695.45,0.9049,16012.61
2024-12-01,SummonStorm BR,Operating,Depreciation,37427.74,1.2963,48517.58
2024-12-01,SummonStorm BR,Operating,Change in Working Capital,-24721.11,0.9794,-24211.86
2024-12-01,SummonStorm BR,Investing,CapEx,32189.67,1.1144,35872.17
2024-12-01,SummonStorm BR,Investing,Purchase of Intangibles,-43217.64,1.1971,-51735.84
2024-12-01,SummonStorm BR,Financing,Equity Issuance,-29883.2,1.027,-30690.05
2024-12-01,SummonStorm BR,Financing,Loan Repayment,-29020.95,1.1097,-32204.55
